A1BYV2REU9Y88K:3SUWZRL0M5GWRGNW7RJQY0N7Z956ED,0,1607963350600,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
A1BYV2REU9Y88K:3SUWZRL0M5GWRGNW7RJQY0N7Z956ED,1,1607963354078,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""indexOf"": 0, ""action"": ""FinishInstructions"", ""viewTime"": 3472}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,0,1607951122674,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,1,1607951127264,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""indexOf"": 0, ""action"": ""FinishInstructions"", ""viewTime"": 4583}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,2,1607951335673,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""A woman sh's stting on as sidewalk with as cell phoon at her ear."", ""cleanSent"": ""A woman is sitting on a sidewalk with a cell phone at her ear."", ""attack"": ""natural_typo.txt"", ""response"": ""A woman she's setting on as side walk with as cell phone a her car"", ""hit"": false, ""rt"": 208319}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,3,1607952034485,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""I allwayes thought that Harry seemed tae learn frome the Halph-Bloode Prynnce betto than he did frohm other surcos."", ""cleanSent"": ""I always thought that Harry seemed to learn from the Half-Blood Prince better than he did from other sources."", ""attack"": ""phonetic.txt"", ""response"": ""I always thought that Harry seemed to learn from the Half-Blooded Prince better than he did from other sources"", ""hit"": false, ""rt"": 698810}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,4,1607952061376,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""Im said it wasn't as persona, in the lengal sense."", ""cleanSent"": ""I said it wasn't a person, in the legal sense."", ""attack"": ""natural_typo.txt"", ""response"": ""I said it wasn't as personal, in the legal sense."", ""hit"": false, ""rt"": 26891}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,5,1607952111153,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""aiRuss, China teov UN resolution on Syria noegrndsi"", ""cleanSent"": ""Russia, China veto UN resolution on Syria endorsing"", ""attack"": ""full_swap.txt"", ""response"": ""Russia, China TV UN resolution on Syria none"", ""hit"": false, ""rt"": 49776}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,6,1607952197301,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""Th unridej were taken to htsaipslo in nJfrfs ytiC nd uaomilCb, a cllg ntw bt 30 ismle to th north."", ""cleanSent"": ""The injured were taken to hospitals in Jefferson City and Columbia, a college town about 30 miles to the north."", ""attack"": ""rand2.txt"", ""response"": ""The injured were taken to hospitals in Jeffersn City and a college about 30 miles to the north"", ""hit"": false, ""rt"": 86147}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,7,1607952681962,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""WORLD No . 2 Lleyton Hwtt hs accused the Association of Tennis Professionals of mlc, including an llgd attempt lst year to dp hm nt refusing a drg tst."", ""cleanSent"": ""WORLD No. 2 Lleyton Hewitt has accused the Association of Tennis Professionals of malice, including an alleged attempt last year to dupe him into refusing a drug test."", ""attack"": ""disemvowel.txt"", ""response"": ""WORLD No. 2 Lelton Htwt has accused the Association of Tennis Professionals of MLC, including an alleged attempt last year to drop him and refusing a drug test"", ""hit"": false, ""rt"": 484661}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,8,1607952766488,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""The agency has tye to lfylu auleorfmt a strategy for hte creation of an pddennietne inneeregngi technical authority."", ""cleanSent"": ""The agency has yet to fully formulate a strategy for the creation of an independent engineering technical authority."", ""attack"": ""full_swap.txt"", ""response"": ""The agency has tried to fulfil a strategy for the creation of an pandemic inaugregated technical authority"", ""hit"": false, ""rt"": 84523}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,9,1607952836028,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""Pkstn to lrs mts senior gfhn lTnb orrpinse"", ""cleanSent"": ""Pakistan to release most senior Afghan Taliban prisoner"", ""attack"": ""rand_hard.txt"", ""response"": ""Pakistan to Israel immigrants senior IT opressor"", ""hit"": false, ""rt"": 69540}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,10,1607952894397,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""A g\u027foup of \u1ddau\u01b4s pla\u01b4 instruments ou\u1d57si\u1d48e."", ""cleanSent"": ""A group of guys play instruments outside."", ""attack"": ""visual.txt"", ""response"": ""A group of guys play instruments outside"", ""hit"": false, ""rt"": 58369}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,11,1607952914123,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""A gat is't playnig a trumpet."", ""cleanSent"": ""A guy is playing a trumpet."", ""attack"": ""natural_typo.txt"", ""response"": ""A cat isn't playing a trumpet"", ""hit"": false, ""rt"": 19726}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,12,1607953057103,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""Mr. Manuel nd his group entered th ntd Stts by wlkng across th bridge linking Matamoros and Brownsville."", ""cleanSent"": ""Mr. Manuel and his group entered the United States by walking across the bridge linking Matamoros and Brownsville."", ""attack"": ""disemvowel.txt"", ""response"": ""Mr. Manuel and his group entered the NTD STTS by walking across the bridge linking Matamoros and Brownsville"", ""hit"": false, ""rt"": 142979}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,13,1607953118390,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""In dmornfneaoti trading, teh Nasdaq composite ndeix saw up .843, or 0.5 npreetc, to 1,790.47."", ""cleanSent"": ""In midafternoon trading, the Nasdaq composite index was up 8.34, or 0.5 percent, to 1,790.47."", ""attack"": ""full_swap.txt"", ""response"": ""In Dormnifort trading, The Nasdaq composite index saw up. 843, or 0.5 npreetc, to 1,790.47."", ""hit"": false, ""rt"": 61287}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,14,1607953129773,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""The lady cracked two raw eggs."", ""cleanSent"": ""The lady cracked two raw eggs."", ""attack"": ""correct.txt"", ""response"": ""The lady cracked two raw eggs"", ""hit"": false, ""rt"": 11383}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,15,1607953210241,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""A cowlnis gsgiinn."", ""cleanSent"": ""A clown is singing."", ""attack"": ""rand_hard.txt"", ""response"": ""A clown is going "", ""hit"": false, ""rt"": 80468}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,16,1607953268210,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""A toofdc ripb4esrcs dciimnee 5o x tintoea."", ""cleanSent"": ""A doctor prescribes medicine to a patient."", ""attack"": ""rand_hard.txt"", ""response"": ""A tooth ribcage decimal 50 x tintoea"", ""hit"": false, ""rt"": 57967}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,17,1607953287881,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""A wmn wearing jeans, a drk bkn top, nd a brclt."", ""cleanSent"": ""A woman wearing jeans, a dark bikini top, and a bracelet."", ""attack"": ""disemvowel.txt"", ""response"": ""A woman wearing jeans, a dark bikini top, and a bracelet"", ""hit"": false, ""rt"": 19671}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,18,1607953342119,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""The Stad-dard Edition One is a single processor version ove the Oracle Standard Edition Dattabase."", ""cleanSent"": ""The Standard Edition One is a single processor version of the Oracle Standard Edition Database."", ""attack"": ""phonetic.txt"", ""response"": ""The standard edition one is a single processor version over the oracle standard edition database"", ""hit"": false, ""rt"": 54237}"
AKNU5D6QK7M72:3U088ZLJVRWVU5N8Q2XFB5KGTANW0H,19,1607953352995,"{""phase"": ""Experiment"", ""cond"": 11, ""sent"": ""A womanischopping an onion."", ""cleanSent"": ""A woman is chopping an onion."", ""attack"": ""rand2.txt"", ""response"": ""A woman is chopping an onion"", ""hit"": false, ""rt"": 10876}"
